,comment,comment,headline,headline
,micro_f1,macro_f1,micro_f1,macro_f1
icl_org,67.9433,55.9081,60.9117,36.8415
inst_org,66.5367,55.5993,62.6217,33.6813
icl_digit,66.045,54.3485,62.1417,37.0369
inst_digit,65.6417,53.3976,63.5917,37.7508
